,Tytuł,Kliknięcia linku
5298,"Quiz na literę N. Poradzisz sobie, jeśli masz wiedzę ogólną ",1539
5299,"W tym quizie pytamy jedynie o miasta na literę W. Sprawdź, czy dasz radę zdobyć komplet punktów",3061
5300,"Quiz o słynnych Krystynach i Bożenach. Sprawdzimy, czy znasz je wszystkie",7490
5301,"12 kobiet z historii Polski, które zna każda wykształcona osoba. Zdobędziesz komplet punktów?",2214
5302,Gdzie mieszkają te zwierzęta? Już pierwsze pytanie was zaskoczy,2620
5303,"Pytamy o książki, które w PRL-u każdy przekazywał sobie z rąk do rąk",26797
5304,"Rozpoznaj miasto po trzech słowach. To tylko brzmi łatwo, sprawdź się! ",3700
5305,"Quiz geograficzny na literę ""D"". Tu nie ma łatwych pytań, więc nie licz na komplet punktów",14969
5306,"Quiz wiedzy ogólnej o kolorach. Temat niby prosty, ale nie każdy sobie poradzi z pytaniami",6970
5307,Tylko prawdziwe mole książkowe mają szansę na komplet punktów w tym quizie,1205
5308,To jest większe czy mniejsze? Sprawdź się w quizie przyrodniczym,2626
5309,"Wiesz, czym jest erozja? A eksplikacja? Tylko erudyci zdobędą 12/12",7807
5310,Pamiętasz najsłynniejsze polskie seriale z lat 90.? Tylko najlepsi mogą liczyć na komplet,4245
5311,"W tym quizie o województwach pytamy jedynie o miasta na literę N. Czy to będzie ułatwieniem, czy wręcz przeciwnie?",10603
5312,To kolor czy pierwiastek chemiczny? Odważysz się sprawdzić swoją wiedzę? ,20195
5313,Magda Gessler czy Donald Tusk? Kto powiedział te słowa? ,513
5314,W tym quizie poradzą sobie tylko oczytani. Reszta ma marne szanse na komplet punktów,2577
5315,"Jeśli dobrze znasz polskie seriale, to na pewno poradzisz sobie bez problemu ",2876
5316,Podchwytliwy quiz. Czy Statua Wolności i katedra Notre-Dame są w tym samym mieście? ,2447
5317,Amanci PRL. Pamiętasz najprzystojniejszych aktorów sprzed lat? ,4593
5318,Najczęstsze błędy językowe polskiego internetu. Ty też je popełniasz? ,1399
5319,"Jeśli jedyną potrawą, którą znasz z włoskiej kuchni, jest pizza, to nie licz na dobry wynik",1135
5320,"Quiz wiedzy ogólnej, kategoria: paski. Bez wszechstronnej wiedzy o świecie, nie masz szans ",1169
5321,Które miasto określane jest mianem Miasta Miłości? a) Praga; b) Rzym; c) Paryż? ,1258
5322,"My podajemy dwie postacie, ty wskaż trzecią, która do nich pasuje",2618
5323,"Z jakiego filmu pochodzi ta postać? Sprawdź, czy rozpoznasz ",1441
5324,"Oglądałeś ""Reksia""? Dziś sprawdzimy, czy pamiętasz kultowe dobranocki",3633
5325,"Co wiesz o ciele człowieka? Temat niby prosty, a średnia 8/12. Podniesiesz ją?",681
5326,Uważałeś na lekcjach przyrody? Zaraz to przetestujemy. Pilni uczniowie będą mieć łatwiej,2071
5327,"Dziś pytamy o największe lęki. Wiesz, czego się boi chory na klaustrofobię?",1743
5328,"""Stawiam na Tolka Banana"" to ekranizacja książki autorstwa: a) Asnyka; b) Bahdaja; c) Tuwima?",810
5329,"Założymy się, że dasz się nabrać? Rozpoznasz nazwy miast? 15/15 dla mistrzów",3348
5330,"Podajemy trzy słowa, ty rozpoznajesz, o którą legendę lub baśń pytamy ",4223
5331,Podnosimy poprzeczkę! Tym razem wynik 7/10 to powód do dumy. Dasz sobie radę? ,4995
5332, Zwykłe quizy są dla ciebie za proste? Co powiesz na to? 12 pytań dla zaawansowanych ,21694
5333,"Wakacyjny quiz. Jeśli nie byłeś nigdy na wczasach nad Bałtykiem, nie masz szans",3674
5334,"Dopasuj kulinarne skojarzenia - drożdże, mak, bakalie: a) makówki; b) kutia; c) makowiec?",1913
5335,W tym quizie zmierzysz się z don Kichotem i Zbyszkiem z Bogdańca. Pytamy o słynnych rycerzy,1562
5336,To jedne z najstarszych polskich miast. Czy wiesz o nich wszystko? ,1511
5337,"Do pomyłek w tym quizie, lepiej się nie przyznawać. Rozpoznasz województwa?",1357
5338,Quiz wiedzy na literę D. Dasz radę czy polegniesz na pierwszym pytaniu?,2665
5339,Quiz geograficzny na literę R. Mniej niż 10/12 to wstyd,1398
5340,W tym quizie przyda się wiedza ogólna i zmysł matematyczny. Pytamy o miary i wagi,1917
5341,"Jak tam twój angielski? Możesz sprawdzić swój poziom, ale ostrzegamy - łatwo nie będzie ",2910
5342,"Jeśli myślisz, że Salomon i Merlin to gatunki ryb, nie licz na komplet punktów w tym quizie",13242
5343,Ten quiz wiedzy ogólnej najlepiej rozwiązuje się na plaży. Kategoria: piasek,1508
5344,"Rozwiążesz ten quiz, tylko jeśli dokładnie oglądałeś ''Wojnę domową'' ",11934
5345,"Uważałeś na biologii w szkole? Wiedza o własnym ciele powinna być oczywista, ale zdziwisz się",13415
5346,Dyktanda to zmora uczniów. Nasze też nie należy do najłatwiejszych,1840
5347,"Tutaj trzeba się orientować językowo. Pytamy o trudne polskie słowa na literkę ""B"", a średnia to 8/15",29120
5348,Szybki quiz o zwierzętach. Tylko czy szybki znaczy łatwy? Właśnie nie...,874
5349,W tym nietypowym quizie musisz tylko rozpoznać zwierzęta. Poradzisz sobie?,59806
5350,Pytamy o bajkowych przyjaciół. Pamiętasz ich jeszcze?,2161
5351,Uważasz się za obieżyświata i poliglotę? Pobij średnią 8/11,2309
5352,"Co wiesz o serii Harry Potter? Te 18 pytań sprawdzi, czy bliżej ci do czarodzieja czy mugola",1511
5353,"Ta potrawa jest wytrawna czy słodka? Sprawdź, czy potrafisz dobrze wskazać",3640
5354,Historia to twój konik? Pytamy tylko o starożytny Egipt. Średnia: 11/16,881
5355,Pozycja w jodze czy w seksie? Te nazwy mogą zaskoczyć ,146
5356,Sprawdź swoją wiedzę historyczną o roku 1989. Wiele osób myli się już w 3. pytaniu,2922
5357,"Kim jest z wykształcenia? Za co dostał Nobla? Sprawdź, czy poradzisz sobie z pytaniami o Wałęsę ",3978
5358,"Wiesz, kto mieszkał w Stumilowym Lesie? Odpowiedz na pytania o liczbę 100 ",1812
5359,"Myślisz, że mówisz elegancką polszczyzną? A może w każdym zdaniu robisz byki? Sprawdź się ",2832
5360,"Temat wydaje się prosty, ale pytania mogą zaskoczyć. Sprawdź się w quizie o uszach ",2795
5361,Jak dobrze znasz filmy i książki o II wojnie światowej? Pobij średnią 13/19 ,4610
5362,Ten quiz na zawsze oddzieli kuchennych mistrzów od leserów. Dasz sobie radę? ,15095
5363,"Masz trzy słowa, musisz odgadnąć, o jaki polski film pytamy. Dasz radę?",41761
5364,22 to numer kierunkowy do: a) Skierniewic; b) Warszawy; c) Radomia? Domyślasz się?  ,849
5365,"Niby wszyscy znają mitologię, a 80 proc. z was wykłada się na pytaniu o Edypa. Wstyd!",1311
5366,Co wydarzyło się w Czarnobylu? Nie wiesz? Ten quiz Cię pokona,3140
5367,Najśmieszniejsze cytaty i wpadki gwiazd. Potrafisz wskazać autora tych złotych myśli? ,871
5368,"Znacie ""Akademię Pana Kleksa""? Sprawdzimy, czy zdobędziecie chociaż 5  punktów",2489
5369,Tylko wykształceni mają jakieś szanse. Rozumiesz te słówka? Pytamy o wyrazy na literę Z ,6882
5370,"Wiesz, który minerał nazywany jest złotem głupców? Spróbuj pobić średnią 6/15",2126
5371,"Pytamy o ludzkie ciało, a wasza średnia to tylko 9/14. Pani od biologii nie byłaby dumna",4456
5372,"Postać autentyczna czy wymyślona? Sprawdź, czy dasz się zwieść",3389
5373,"13 faktów z historii  PRL-u, które każdy powinien znać ",17115
5374,"Szkolna powtórka. 8 przedmiotów, 8 pytań. Zmierz się z koszmarami z dzieciństwa! ",42667
5375,"W tym quizie wiedzy ogólnej pytamy o... dziury. Temat prosty, ale pytania niekoniecznie",2611
5376,"Pytamy o miłość, a wasza średnia to tylko 6/12. Wynik powyżej 8 punktów będzie zaskoczeniem",1719
5377,Amerykańscy studenci nie odpowiedzieli na żadne z tych pytań. Będziesz od nich lepszy?,27110
5378,"Po pierwszych pytaniach poczujesz się pewnie, ale 5. rozłoży cię na łopatki",4019
5379,"Quiz dla wielbicieli krzyżówek. Masz pierwszą literę, musisz odgadnąć hasło ",23099
5380,"Jeśli nie chodzisz do kościoła, może być ciężko zdobyć komplet punktów. Znasz pieśni religijne? ",8413
5381,"Wiesz, czym jest synonim? Jeśli tak, to masz już punkt, ale nie licz, że dalej będzie łatwo",1187
5382,"Tych kobiet nie wypada nie znać. Sprawdź, czy pobijesz średnią 8/13",19465
5383,"Jeśli myślisz, że znasz Polskę, musisz mieć w tym quizie co najmniej 12/15",3141
5384,Wybraliśmy 15 kultowych filmów. Znasz chociaż połowę? Wasza średnia to 6/15,4144
5385,Dogadasz się z każdym Polakiem? Na pewno nie! Znasz te regionalizmy? ,6244
5386,"Tylko jeśli naprawdę kochasz jeść, będziesz mieć z tego quizu 13/13. Reszta może pomarzyć ",18471
5387,"Wystarczy 60 proc., by dostać czeskie obywatelstwo. Sprawdź się w teście ",1676
5388,"Pamiętasz Misia Uszatka? Sprawdź, jak dobrze pamiętasz tę kultową bajkę ",2155
5389,"Quiz logiczny. Tym razem wiedza to za mało, potrzebny jest bystry umysł. Popiszesz się? ",1666
5390,70 proc. z was nie zna odpowiedzi na 3. pytanie. Sprawdź się w quizie o słynnych Janach ,2631
5391,Na te pytania z historii odpowiadali uczniowie szkół średnich. Porównaj swoje wyniki z ich wynikami ,2215
5392,"Znasz ich po pseudonimach, ale czy wiesz, jak naprawdę nazywają się te gwiazdy? ",12083
5393,Pytamy o rośliny i zwierzęta polskich łąk. Zdobędziesz więcej niż 9 punktów? ,3204
5394,"Myślisz, że biegle posługujesz się językiem polskim? Sprawdź swoje słownictwo. Średnia 8/11",6106
5395,"Jeżeli dobrze znasz geografię, to nie dasz się oszukać w naszym quizie. Pozostali bez szans",2185
5396,Pora na copiątkowy trening umysłu. Poradzisz sobie z quizem wiedzy ogólnej? ,2519
5397,W tym quizie już połowa punktów to wyczyn. Gotowi na ekstremalnie trudne pytania? ,3076
5398,Babciny quiz wiedzy ogólnej. Dziś musisz mieć choć połowę punktów,4508
5399,"Te 12 pytań sprawdzi, czy myślisz logicznie. Wydaje ci się, że masz bystry umysł",2957
5400,"12 żołnierskich piosenek, które na pewno słyszałeś. Sprawdź, jak dobrze je znasz ",3124
5401,"Wiesz, w kogo wciela się Piotr Adamczyk w tym filmie? a) Chopina, b) Wojtyłę, c) Kolbego",6397
5402,"Podajemy trzy tytuły filmów. Wskaż aktora, który zagrał we wszystkich ",5275
5403,Pytamy o teksty polskich piosenek. Prawdopodobnie nie dacie sobie rady z 9. pytaniem,7749
5404,"To zadania z matematyki dla szkoły podstawowej, a wy zdobywacie przeważnie 8 punktów",1932
5405,"Wiesz, jaki dziś dzień? Chyba wypada z tej okazji rozwiązać dziadkowy quiz wiedzy ogólnej",5760
5406,"Spałeś na lekcjach? Jeśli tak, to pożegnaj się z kompletem punktów",3453
5407,"Wielki quiz wiedzy o Polsce. Jeśli uda ci się przebić próg 72/100, będziemy pod wrażeniem  ",2728
5408,"10 pytań z matematyki, na które odpowiadali uczniowie. Wypadniesz lepiej? Nikłe szanse ",1251
5409,"Jeśli spędzałeś wakacje w Polsce, w tym quizie musisz mieć komplet punktów. Pobij 10/12 ",5113
5410,"To podstawy języka polskiego. Wiesz, kiedy używać małej, a kiedy wielkiej litery?",3855
5411,"Jeśli nigdy nie byłeś w polskim szpitalu, nie rozwiążesz tego quizu",10980
5412,"Siedem dziewcząt, siedem wzgórz, siedem życzeń - jak sobie poradzisz z tym quizem wiedzy ogólnej?",2617
5413,"Wiesz, kim są te kobiety? Jeśli uważasz się za osobę wykształconą, musisz mieć 16/16 ",8981
5414,Tym razem wegetarianie nie mają szans. Pytamy o typowe mięsne specjały,6493
5415,Oglądałeś Reksia? Tym razem pytamy o bohaterów z bajek. Pobijesz średnią 7/14?,3225
5416,"Te seriale znają wszyscy Polacy. Sprawdź, czy znasz piosenki z czołówek ",3816
5417,Wzorowe panie domu mają 13/13. Reszta? Może pomarzyć. Pytamy o kuchenne miary i wagi,26121
5418,"12 niemieckich słów, które powinniście znać. Wpadkę zaliczacie już w 1. pytaniu",12533
5419,"To będzie najtrudniejszy quiz o II wojnie światowej, jaki rozwiązaliście. Odważycie się? ",2269
5420,"Jeśli masz więcej niż 40 lat, są większe szanse na komplet. Co wiesz o latach 80.? ",7513
5421,"Kiedyś te sprzęty kuchenne były niemal w każdym domu, dziś nie każdy je pamięta",23832
5422,5 pytań o polskie filmy i polskich twórców nagrodzonych Oscarem. Sprawdź swoją erudycję!,2150
5423,"Tylko jeśli miałeś piątkę z polskiego, masz szanse na komplet punktów w tym quizie",16476
5424,"Te polskie filmy znasz pewnie na pamięć. Czy pamiętasz, gdzie działa się ich akcja? ",5878
5425,Poradzisz sobie z kwaśnym quizem czy odejdziesz z kwaśną miną? Sprawdź się,12655
5426,"Wiesz, kto śpiewał ""Tango milonga""? Pytamy o międzywojennych celebrytów",1999
5427,"Kultowe reklamy. Pamiętasz Goździkową? A Serce i Rozum? Sprawdź, czy zdobędziesz 12/12",6008
5428,Jaki grzech popełnili Adam i Ewa? To najłatwiejsze pytanie. Potem nie ma tak lekko,2959
5429,"Czy twoja polonistka byłaby dumna? Pamiętasz jeszcze ""Pana Tadeusza""? Sprawdź ",2609
5430,"Pamiętasz, kim był Nemeczek? Świetnie, ale w tym quizie to za mało. Zdobędziesz 11/11? ",4730
5431,"Te słówka brzmią podobnie po polsku i po angielsku, ale czy znaczą to samo?",1472
5432,"''Żadnej pracy się nie boję'' - czyli quiz o zawodach. Wiesz, czym zajmują się te osoby? ",9025
5433,"""Przebacz mi, Brunhildo!"" - pamiętacie, z którego to serialu? Pytamy o kultowe produkcje",10438
5434,"Wielki quiz filmowy. Amatorzy nie mają szans, poradzą sobie tylko najlepsi. Dasz radę? ",1471
5435,"''Łoj, córciu, córciu! Już ty panienką długo nie będziesz.'' Znasz literackie lub filmowe śluby i wesela?",9744
5436,"Uprzedzamy, lekko nie będzie. Czas na cośrodową rozrywkę dla ambitnych",2116
5437,"15 słów i zwrotów z języka hiszpańskiego, które zna każda obyta osoba. Sprawdź się!",7034
5438,W tym quizie musisz dopasować miejscowość do województwa. Poradzą sobie orły z geografii ,1967
5439,"Historyczne quizy to dla was pikuś, ale tym razem nie będzie łatwo. Pytamy o wydarzenia z lat 2009-2019",1429
5440,"Pokazujemy kadr, ty rozpoznaj, z którego teleturnieju pochodzi. Poradzisz sobie w tym quizie? ",5390
5441,"Współczesny język turecki zapisywany jest alfabetem: a) arabskim, b) osmańskim, c) łacińskim?",590
5442,"Quiz, w którym testujemy, czy na pewno powinniście mieć prawo jazdy. Sprawdzicie się? ",5324
5443,"Zmieniliśmy jedno słowo w książkowych tytułach. Wiesz, jak powinny brzmieć?",5593
5444,Quiz o powiedzeniach i przysłowiach o jedzeniu. Najtrudniejsze 6. pytanie ,7874
5445,"Wiesz, co oznacza słowo ""zaiwanić""? A ""kojfnąć""? Jeśli tak, to masz szanse na komplet ",7456
5446,"Lubicie szybkie quizy? Sprawdzimy, czy wiecie, gdzie znajdują się te miejscowości ",2039
5447,"Jak sobie poradzisz z przysłowiami? Sprawdzimy, czy się w nich nie mylisz",5986
5448,Masz dobrze opanowaną polską historię? Czy dopasujesz wydarzenie do władcy? ,1287
5449,"Trudno ci oszacować na mapie, który kraj jest większy? To nie wróżymy tu powodzenia ",1490
5450,"Pamiętasz, gdzie mieszkają fikcyjne postacie? Tylko nieliczni zdobywają więcej niż 8 punktów",2889
5451,"Rozpoznasz, o które przeboje polskich piosenkarek pytamy? Pobij średnią 8/12",31273
5452,"Copiątkowy trening umysłu. Popiszesz się wiedzą, czy zaliczysz wpadkę?",2033
5453,Tu przyda ci się wiedza z różnych dziedzin. Podejmiesz ekstremalnie trudne wyzwanie? ,2217
5454,Pytamy o znanych Henryków. W tym quizie 9 punktów to sukces,1449
5455,"To nie jest łatwy test z angielskiego, ale warto spróbować swoich sił. Może pobijesz średnią 9/16",777
5456,W tym quizie trzeba wykazać się wiedzą o misiach. Zdobędziesz więcej niż 10 punktów?,2873
5457,"17 słów na literę W, które zna każda wykształcona osoba. Należysz do nich? ",6275
5458,"Minęło ponad 20 lat, więc pora sprawdzić, jak dobrze pamiętacie rok 2000",17503
5459,Quiz wiedzy ogólnej o liczbach. Już 15/20 to powód do dumy. Podejmiesz wyzwanie?,27754
5460,"Quiz historyczny. Rozpoznasz osobę na ilustracji? Lekko nie będzie, średnia 10/14",1900
5461,"Pamiętasz, jak się nazywali bohaterowie ""Z Archiwum X""? Masz już jeden punkt ",6388
5462,Rozbite lustro przynosi szczęście czy pecha? Sprawdź się w quizie wiedzy ogólnej ,2147
5463,"Jego książki na pewno znacie z czasów szkolnych. Jeśli uważałeś na lekcjach, to komplet masz w kieszeni",10270
5464,"Bohater fikcyjny czy historyczny? Sprawdź, co pamiętasz z lektur szkolnych ",2656
5465,"Zabawne nazwy wsi i miejscowości. Domyślisz się, która z nich jest prawdziwa? ",2419
5466,"Pamiętasz te filmowe zwierzaki? Przypomnij sobie, jak się nazywają",5615
5467,"Filmowe kalambury. Rozpoznasz, o który film pytamy?",36190
5468,"Pamiętasz Cezarego, Stępnia i Arniego? Sprawdź się w quizie wiedzy o ""13 Posterunku""",8460
5469,"To jest łatwy quiz, ale nietrudno o pomyłkę. Radzisz sobie w kuchni? ",7113
5470,"Radioaktywny quiz wiedzy ogólnej. Sprawdź, czy promieniujesz mądrością ",1664
5471,"Założysz się, że nie wiesz, kto wykonywał ten przebój? Niektórzy mają 0/15",21937
5472,"Jeśli choć trochę interesujesz się show-biznesem, to masz szanse na dobry wynik w tym quizie",2307
5473,"Pięć pytań, pięć kategorii - quiz wiedzy ogólnej dla ambitnych. Niektórzy zdobywają 1/25",2140
5474,"Tylko jeżeli znasz odpowiedzi na te pytania, możesz siebie nazwać doświadczonym kierowcą! ",36749
5475,"Jeśli nigdy nie jeździliście na wakacyjne kolonie, nie macie w tym quizie szans ",7555
5476,"15 dat z historii naszego kraju, które każdy Polak musi znać. Średnia? Niestety tylko 6/15",1215
5477,"Te pytania ułożył ośmiolatek, a średnia to 6/12. Ekstremalne wyzwanie dla fanów Harry'ego Pottera",13433
5478,"To znane polskie miejsca, ale założymy się, że na zdjęciach z satelity ich nie rozpoznacie ",667
5479,"Wskażesz, gdzie można znaleźć tę budowlę? Jest utrudnienie. Widzisz tylko kontur",1244
5480,"Dajemy nieoczywistą podpowiedź, a ty musisz zgadnąć, o kogo pytamy ",5209
5481,"Wiesz, z którego filmu pochodzi piosenka ""Time of my life""? Jeśli tak, to już masz punkt ",1717
5482,"Wiesz, co jest stolicą Serbii? Jeśli tak, to masz już punkt. Dalej nie będzie tak łatwo",1610
5483,"Jeśli nie bywasz na weselach, nie masz szans na komplet punktów",6401
5484,"Sprawdź, czy na pewno znasz polskie zwierzęta. Miało być łatwo, a średnia to 9 punktów",3643
5485,Tylko obyta osoba ma szansę na dopasowanie tych symboli do miast ,1879
5486," Z pytaniami o Polskę sobie jakoś radzicie, ale z Afryką nie będzie tak łatwo",682
5487,Pamiętasz lata 90.? Ten quiz przywoła wspomnienia,4152
5488,Spędzasz wakacje na polskim morzem? Komplet punktów to twój obowiązek,2258
5489,"13 dowódców z historii Polski, których wstyd nie znać. Sprawdzisz swoją wiedzę?",2750
5490,"Sprawdzamy waszą wiedzę z ortografii. Dziś pytamy o słowa zaczynające się od ""a""",5503
